time,Ax,Ay,Az,Gx,Gy,Gz
1711539144.323,8.371,-7.049,2.177,0.015,0.267,0.198
1711539144.428,8.495,-6.838,2.237,0.008,0.206,0.16
1711539144.533,8.366,-6.821,2.45,0.015,0.282,0.191
1711539144.639,8.342,-6.953,2.34,0.023,0.229,0.16
1711539144.744,8.349,-6.862,2.378,0.031,0.221,0.183
1711539144.85,8.354,-6.828,2.429,0.0,0.244,0.191
1711539144.955,8.397,-6.857,2.424,0.031,0.229,0.16
1711539145.061,8.404,-6.831,2.381,0.038,0.221,0.183
1711539145.167,8.385,-6.857,2.321,0.015,0.244,0.16
1711539145.273,8.423,-6.819,2.201,0.031,0.26,0.176
1711539145.379,8.316,-6.864,2.366,0.031,0.252,0.191
1711539145.485,8.356,-6.857,2.376,0.023,0.237,0.168
1711539145.59,8.373,-7.025,2.445,0.038,0.221,0.168
1711539145.696,8.342,-6.886,2.357,0.008,0.214,0.168
1711539145.802,8.392,-6.878,2.414,0.0,0.214,0.168
1711539145.908,8.378,-6.876,2.357,0.038,0.267,0.176
1711539146.013,8.342,-6.874,2.333,0.031,0.237,0.183
1711539146.119,8.349,-6.888,2.285,0.023,0.221,0.176
1711539146.225,8.402,-6.886,2.34,0.008,0.229,0.183
1711539146.331,8.299,-6.917,2.496,0.015,-0.023,0.198
1711539146.437,8.33,-6.91,2.086,0.031,0.237,0.176
1711539146.542,8.335,-6.893,2.306,0.008,0.214,0.183
1711539146.648,8.375,-6.85,2.467,0.031,0.214,0.176
1711539146.754,8.368,-6.886,2.467,0.008,0.244,0.176
1711539146.86,8.553,-6.845,2.297,0.046,0.214,0.191
1711539146.966,8.181,-6.931,2.783,0.008,0.55,0.221
1711539147.072,8.414,-6.893,2.338,0.015,0.237,0.176
1711539147.178,8.402,-6.859,2.326,0.031,0.229,0.168
1711539147.284,8.313,-6.886,2.345,1.947,0.244,0.153
1711539147.389,8.368,-6.89,2.309,0.015,0.237,0.183
1711539147.495,8.426,-6.886,2.338,0.023,0.214,0.183
1711539147.601,8.371,-6.862,2.412,0.023,0.214,0.206
1711539147.707,8.531,-6.783,2.357,0.023,0.221,0.176
1711539147.813,8.428,-6.878,2.51,0.015,0.237,0.168
1711539147.918,8.567,-6.886,2.378,0.015,0.244,0.153
1711539148.024,8.411,-6.893,2.345,0.023,0.244,0.191
1711539148.13,8.385,-6.85,2.321,0.038,0.229,0.176
1711539148.236,8.375,-6.833,2.371,0.038,0.252,0.183
1711539148.342,8.421,-7.02,2.34,0.031,0.26,0.176
1711539148.448,8.323,-6.895,2.299,0.023,0.229,0.176
1711539148.553,8.392,-6.871,2.275,0.038,0.267,0.16
1711539148.659,8.359,-6.826,2.395,0.023,0.122,0.176
1711539148.765,8.366,-6.778,2.261,0.015,0.382,0.176
1711539148.871,8.435,-6.883,2.352,0.038,0.252,0.145
1711539148.977,8.339,-6.907,2.436,0.0,0.214,0.176
1711539149.082,8.531,-6.795,2.309,0.023,0.206,0.168
1711539149.188,8.33,-6.871,2.364,0.038,0.275,0.168
1711539149.293,8.289,-6.826,2.438,0.0,0.153,0.176
1711539149.399,8.287,-6.998,2.292,0.031,0.206,0.176
1711539149.504,8.337,-6.922,2.323,0.0,0.214,0.198
1711539149.609,8.342,-6.886,2.352,0.0,0.229,0.168
1711539149.715,8.39,-6.802,2.354,0.0,0.221,0.16
1711539149.82,8.339,-6.881,2.4,0.031,0.305,0.168
1711539149.926,8.332,-6.89,2.438,0.038,0.221,0.191
1711539150.032,8.318,-6.852,2.378,0.015,0.237,0.176
1711539150.138,8.385,-6.998,2.371,0.015,0.244,0.183
1711539150.244,8.363,-6.85,2.333,0.023,0.237,0.153
1711539150.349,8.284,-6.867,2.299,0.038,0.244,0.191
1711539150.455,8.404,-6.867,2.393,0.023,0.252,0.176
1711539150.561,8.339,-7.013,2.39,0.038,0.237,0.176
1711539150.667,8.38,-6.898,2.254,0.008,0.244,0.183
1711539150.773,8.38,-6.905,2.196,0.015,0.206,0.198
1711539150.878,8.402,-6.843,2.321,0.031,0.282,0.168
1711539150.984,8.414,-6.835,2.328,0.015,0.221,0.168
1711539151.09,8.404,-6.895,2.335,0.053,0.229,0.183
1711539151.196,8.392,-6.898,2.388,0.015,0.267,0.16
1711539151.302,8.366,-6.852,2.347,0.023,0.244,0.176
1711539151.407,8.349,-6.862,2.347,0.023,0.267,0.176
1711539151.513,8.342,-6.867,2.445,0.0,0.26,0.16
1711539151.619,8.411,-6.864,2.441,0.038,0.229,0.176
1711539151.725,8.323,-6.859,2.436,0.015,0.229,0.168
1711539151.831,8.399,-6.85,2.323,0.0,0.214,0.168
1711539151.937,8.397,-6.799,2.306,0.0,0.229,0.176
1711539152.042,8.395,-6.881,2.309,0.015,0.237,0.176
1711539152.148,8.387,-6.878,2.167,0.023,0.351,0.176
1711539152.254,8.426,-6.857,2.385,0.015,0.26,0.168
1711539152.36,8.347,-6.869,2.417,0.0,0.237,0.176
1711539152.466,8.378,-6.831,2.282,0.023,0.275,0.168
1711539152.571,8.292,-6.783,2.314,0.015,0.252,0.168
1711539152.677,8.392,-6.864,2.453,0.023,0.26,0.16
1711539152.782,8.387,-6.852,2.402,0.015,0.221,0.183
1711539152.888,8.361,-6.845,2.249,0.031,0.244,0.176
1711539152.993,8.373,-6.912,2.373,0.015,0.145,0.168
1711539153.098,8.442,-7.013,2.29,0.023,0.206,0.183
1711539153.204,8.395,-6.898,2.189,0.023,0.214,0.153
1711539153.31,8.385,-6.869,2.299,0.031,0.267,0.176
1711539153.416,8.392,-6.876,2.373,0.031,0.221,0.176
1711539153.522,8.337,-6.864,2.421,0.023,0.26,0.16
1711539153.627,8.356,-6.84,2.335,0.0,0.244,0.168
1711539153.733,8.342,-6.855,2.28,0.015,0.282,0.198
1711539153.838,8.359,-6.905,2.287,0.008,0.206,0.183
1711539153.944,8.375,-6.864,2.378,0.015,0.214,0.16
1711539154.049,8.354,-6.905,2.342,0.038,0.221,0.168
1711539154.154,8.344,-6.823,2.4,0.031,0.229,0.198
1711539154.26,8.356,-6.855,2.515,0.038,0.092,0.191
1711539154.366,8.299,-6.902,2.297,0.0,0.115,0.16
1711539154.471,8.409,-6.847,2.208,0.023,0.313,0.16
1711539154.577,8.399,-6.862,2.393,0.023,0.229,0.176
1711539154.683,8.349,-6.878,2.266,0.0,0.214,0.176
1711539154.789,8.395,-6.89,2.354,0.023,0.237,0.168
1711539154.895,8.371,-6.878,2.318,0.015,0.244,0.168
1711539155.0,8.356,-6.835,2.316,0.038,0.244,0.183
1711539155.106,8.404,-6.821,2.409,0.015,0.214,0.176
1711539155.212,8.407,-6.878,2.29,0.015,0.26,0.183
1711539155.318,8.366,-6.847,2.311,0.031,0.229,0.176
1711539155.423,8.385,-6.874,2.256,0.015,0.252,0.168
1711539155.529,8.428,-6.826,2.376,0.031,0.229,0.183
1711539155.635,8.359,-6.811,2.369,1.947,0.214,0.183
1711539155.741,8.342,-6.888,2.316,0.023,0.221,0.176
1711539155.847,8.316,-6.831,2.282,0.008,0.221,0.145
1711539155.953,8.392,-6.886,2.333,0.008,0.237,0.168
1711539156.059,8.445,-6.876,2.371,0.023,0.267,0.198
1711539156.164,8.38,-6.807,2.412,0.008,0.344,0.168
1711539156.27,8.349,-6.843,2.354,0.038,0.237,0.176
1711539156.376,8.375,-6.874,2.299,0.031,0.229,0.168
1711539156.482,8.407,-6.924,2.364,0.015,0.237,0.168
1711539156.588,8.339,-6.749,2.326,0.008,0.214,0.183
1711539156.694,8.402,-6.914,2.309,0.015,0.252,0.168
1711539156.8,8.337,-6.828,2.345,0.015,0.229,0.16
1711539156.905,8.411,-6.878,2.4,0.031,0.267,0.168
1711539157.011,8.416,-7.044,2.311,0.0,0.237,0.168
1711539157.117,8.349,-6.847,2.306,0.046,0.26,0.176
1711539157.223,8.351,-6.826,2.393,0.023,0.229,0.183
1711539157.328,8.277,-6.895,2.378,0.015,0.252,0.183
1711539157.434,8.316,-6.759,2.354,0.008,0.137,0.176
1711539157.54,8.327,-6.843,2.232,0.015,0.267,0.183
1711539157.646,8.402,-6.893,2.352,0.015,0.252,0.16
1711539157.751,8.399,-6.905,2.419,0.008,0.221,0.183
1711539157.857,8.359,-6.85,2.335,0.015,0.26,0.153
1711539157.963,8.361,-6.857,2.34,0.015,0.229,0.183
1711539158.069,8.387,-6.852,2.39,0.031,0.221,0.176
1711539158.175,8.339,-6.874,2.357,0.023,0.237,0.168
1711539158.28,8.421,-6.852,2.333,0.023,0.275,0.183
1711539158.386,8.344,-6.847,2.292,0.0,0.275,0.168
1711539158.492,8.325,-6.819,2.321,0.015,0.282,0.16
1711539158.598,8.371,-6.852,2.364,0.008,0.26,0.191
1711539158.704,8.318,-6.871,2.33,0.015,0.221,0.176
1711539158.81,8.373,-6.845,2.4,0.031,0.221,0.16
1711539158.916,8.387,-6.907,2.579,0.031,0.252,0.176
1711539159.021,8.375,-6.883,2.311,0.015,0.13,0.176
1711539159.127,8.387,-6.857,2.316,0.038,0.229,0.198
1711539159.233,8.277,-6.914,2.316,0.038,0.26,0.168
1711539159.339,8.287,-6.859,2.385,0.023,0.252,0.176
1711539159.445,8.32,-7.015,2.4,0.023,0.252,0.183
1711539159.55,8.366,-6.869,2.393,0.015,0.252,0.183
1711539159.656,8.383,-6.878,2.393,0.031,0.252,0.214
1711539159.762,8.414,-6.754,2.34,0.023,0.244,0.183
1711539159.868,8.289,-6.761,2.261,0.008,0.244,0.183
1711539159.973,8.347,-6.864,2.383,0.0,0.214,0.176
1711539160.079,8.426,-6.869,2.27,0.015,0.229,0.176
1711539160.185,8.397,-6.893,2.381,0.015,0.229,0.168
1711539160.291,8.282,-6.874,2.33,0.038,0.206,0.191
1711539160.397,8.344,-6.878,2.407,0.031,0.16,0.16
1711539160.502,8.476,-6.843,2.069,0.015,0.336,0.137
1711539160.608,8.411,-6.907,2.306,0.015,0.275,0.191
1711539160.714,8.366,-6.869,2.335,0.053,0.252,0.191
1711539160.82,8.392,-6.905,2.347,0.023,0.198,0.191
1711539160.926,8.402,-6.871,2.318,0.031,0.229,0.183
1711539161.031,8.363,-6.905,2.316,0.008,0.244,0.168
1711539161.137,8.418,-6.859,2.357,0.023,0.244,0.176
1711539161.243,8.562,-6.855,2.306,0.008,0.26,0.183
1711539161.349,8.327,-6.819,2.323,0.023,0.244,0.16
1711539161.455,8.385,-6.876,2.429,0.015,0.229,0.145
1711539161.56,8.366,-6.862,2.318,0.0,0.221,0.168
1711539161.666,8.344,-6.893,2.345,0.008,0.237,0.16
1711539161.772,8.368,-6.898,2.299,0.015,0.26,0.168
1711539161.878,8.359,-6.871,2.397,1.947,0.229,0.191
1711539161.984,8.347,-6.886,2.33,-1.947,0.221,0.168
1711539162.089,8.39,-6.905,2.323,0.031,0.244,0.168
1711539162.195,8.354,-6.893,2.309,0.0,0.26,0.176
1711539162.301,8.351,-6.886,2.366,0.046,0.229,0.16
1711539162.407,8.325,-6.843,2.364,0.008,0.252,0.206
1711539162.512,8.409,-6.898,2.373,0.008,0.221,0.191
1711539162.618,8.378,-6.874,2.28,0.015,0.26,0.183
1711539162.724,8.409,-6.845,2.378,0.031,0.221,0.168
1711539162.83,8.318,-6.898,2.424,0.015,0.237,0.198
1711539162.935,8.368,-6.845,2.414,0.015,0.221,0.191
1711539163.041,8.366,-6.926,2.153,0.031,0.221,0.16
1711539163.147,8.397,-6.888,2.35,0.031,0.221,0.206
1711539163.253,8.378,-6.852,2.335,0.015,0.275,0.198
1711539163.359,8.361,-6.855,2.361,0.015,0.237,0.183
1711539163.464,8.332,-6.895,2.378,-1.947,0.229,0.168
1711539163.57,8.323,-6.914,2.34,0.015,0.244,0.176
1711539163.676,8.366,-7.022,2.223,0.015,0.26,0.168
1711539163.782,8.366,-6.876,2.35,0.023,0.26,0.176
1711539163.888,8.354,-6.881,2.335,0.046,0.214,0.176
1711539163.993,8.435,-7.034,2.424,0.046,0.244,0.183
1711539164.099,8.368,-6.881,2.16,0.015,0.214,0.191
1711539164.205,8.385,-6.883,2.385,0.008,0.267,0.214
1711539164.31,8.332,-6.859,2.318,0.023,0.252,0.176
1711539164.415,8.407,-6.883,2.297,0.015,0.244,0.183
1711539164.521,8.421,-6.814,2.405,0.008,0.237,0.176
1711539164.626,8.385,-6.857,2.443,0.038,0.275,0.176
1711539164.732,8.368,-6.878,2.347,0.015,0.229,0.168
1711539164.837,8.38,-6.871,2.297,0.0,0.221,0.176
1711539164.943,8.375,-6.847,2.354,0.038,0.214,0.176
1711539165.049,8.385,-6.907,2.345,0.015,0.214,0.191
1711539165.154,8.361,-6.814,2.287,0.031,0.244,0.168
1711539165.26,8.404,-6.929,2.421,0.008,0.252,0.183
1711539165.366,8.289,-6.84,2.342,0.0,0.237,0.191
1711539165.471,8.359,-7.037,2.242,0.023,0.237,0.198
1711539165.577,8.371,-7.046,2.395,0.031,0.229,0.168
1711539165.683,8.349,-6.845,2.395,0.046,0.237,0.183
1711539165.789,8.332,-6.91,2.266,0.008,0.26,0.168
1711539165.895,8.359,-6.749,2.27,0.015,0.237,0.168
1711539166.001,8.38,-6.878,2.314,0.023,0.252,0.176
1711539166.106,8.411,-6.888,2.445,0.015,0.237,0.176
1711539166.212,8.234,-6.886,2.167,0.038,0.298,0.168
1711539166.318,8.33,-6.888,2.211,0.0,0.214,0.176
1711539166.424,8.366,-6.895,2.419,0.023,0.313,0.16
1711539166.53,8.387,-6.886,2.563,0.023,0.198,0.176
1711539166.635,8.363,-6.878,2.383,0.015,0.221,0.198
1711539166.741,8.385,-6.871,2.309,0.015,0.229,0.176
1711539166.847,8.282,-6.764,2.256,0.015,0.168,0.191
1711539166.953,8.32,-6.752,2.302,0.015,0.267,0.16
1711539167.059,8.361,-6.838,2.314,-1.947,0.229,0.168
1711539167.164,8.399,-6.869,2.316,-0.008,0.206,0.191
1711539167.27,8.347,-6.749,2.381,0.008,0.206,0.176
1711539167.376,8.383,-6.859,2.287,0.031,0.237,0.176
1711539167.482,8.361,-6.84,2.443,0.023,0.267,0.176
1711539167.588,8.378,-6.828,2.405,0.015,0.198,0.168
1711539167.693,8.351,-6.792,2.419,0.023,0.237,0.176
1711539167.799,8.344,-6.838,2.23,0.023,0.214,0.168
1711539167.905,8.356,-6.855,2.333,0.008,0.267,0.168
1711539168.011,8.339,-6.881,2.359,0.023,0.252,0.168
1711539168.116,8.361,-6.845,2.441,0.015,0.267,0.176
1711539168.222,8.418,-6.867,2.302,0.023,0.214,0.191
1711539168.328,8.373,-7.032,2.414,0.023,0.237,0.168
1711539168.434,8.366,-6.871,2.352,0.023,0.221,0.191
1711539168.54,8.409,-7.027,2.412,0.023,0.237,0.183
1711539168.645,8.349,-6.881,2.579,0.038,0.214,0.176
1711539168.751,8.325,-6.931,2.139,0.031,0.305,0.198
1711539168.857,8.354,-6.859,2.35,-1.954,0.206,0.168
1711539168.963,8.38,-6.761,2.189,0.031,0.282,0.168
1711539169.069,8.399,-6.938,2.345,0.015,0.305,0.183
1711539169.175,8.325,-6.847,2.405,0.023,0.221,0.16
1711539169.28,8.378,-6.857,2.345,0.023,0.26,0.153
1711539169.385,8.323,-6.816,2.429,0.023,0.168,0.176
1711539169.491,8.385,-6.898,2.314,0.023,0.237,0.191
1711539169.596,8.387,-6.914,1.329,0.008,0.893,0.176
1711539169.702,8.301,-6.914,2.338,0.0,-0.038,0.183
1711539169.807,8.387,-6.814,2.215,0.023,0.313,0.183
1711539169.913,8.122,-6.888,2.287,0.008,0.107,0.168
1711539170.018,8.493,-6.883,2.378,0.031,0.244,0.183
1711539170.124,8.438,-6.91,2.314,0.023,0.267,0.206
1711539170.231,8.409,-6.869,2.247,0.015,0.252,0.16
1711539170.337,8.38,-6.955,2.357,0.046,0.275,0.176
1711539170.442,8.344,-6.886,2.388,0.023,0.229,0.153
1711539170.547,8.399,-6.902,2.292,0.015,0.221,0.153
1711539170.653,8.423,-6.867,2.424,0.031,0.214,0.176
1711539170.758,8.383,-6.881,2.323,0.023,0.191,0.191
1711539170.864,8.373,-6.855,2.383,0.038,0.229,0.168
1711539170.969,8.418,-6.874,2.479,0.023,0.252,0.183
1711539171.075,8.33,-6.857,2.414,0.015,0.183,0.191
1711539171.181,8.316,-6.874,2.35,0.031,0.282,0.16
1711539171.286,8.193,-6.845,2.218,-0.008,0.061,0.221
1711539171.392,8.435,-6.855,2.115,0.015,0.389,0.176
1711539171.498,8.311,-6.783,2.747,0.031,0.191,0.198
1711539171.604,8.299,-6.843,2.409,0.0,0.191,0.145
1711539171.71,8.45,-6.902,2.299,0.015,0.191,0.168
1711539171.816,8.392,-6.931,2.335,0.023,0.237,0.183
1711539171.922,8.383,-6.828,2.371,0.023,0.244,0.176
1711539172.028,8.395,-6.862,2.407,0.023,0.221,0.183
1711539172.134,8.397,-6.874,2.438,0.023,0.206,0.153
1711539172.24,8.351,-6.833,2.395,0.0,0.26,0.176
1711539172.346,8.359,-6.895,2.311,0.031,0.229,0.176
1711539172.451,8.383,-6.883,2.34,0.015,0.237,0.168
1711539172.557,8.308,-6.871,2.421,0.015,0.229,0.168
1711539172.663,8.335,-6.876,2.287,0.0,0.229,0.176
1711539172.769,8.38,-6.912,2.366,0.031,0.244,0.176
1711539172.875,8.423,-6.924,2.366,0.015,0.229,0.16
1711539172.981,8.383,-6.862,2.266,0.0,0.221,0.16
1711539173.086,8.378,-6.857,2.381,0.046,0.244,0.176
1711539173.192,8.356,-6.85,2.285,0.023,0.244,0.183
1711539173.298,8.411,-6.835,2.395,0.046,0.229,0.183
1711539173.404,8.361,-6.862,2.441,0.015,0.282,0.176
1711539173.509,8.232,-6.857,2.517,0.031,0.183,0.183
1711539173.616,8.349,-6.878,2.328,0.015,0.145,0.191
1711539173.721,8.371,-6.831,2.326,1.947,0.26,0.168
1711539173.827,8.289,-6.924,2.342,0.0,0.275,0.16
1711539173.933,8.404,-6.847,2.373,0.015,0.229,0.176
1711539174.039,8.349,-6.91,2.225,0.031,0.244,0.183
1711539174.144,8.33,-6.859,2.347,0.015,0.252,0.168
1711539174.25,8.351,-7.015,2.275,0.0,0.214,0.168
1711539174.356,8.292,-6.826,2.151,0.023,0.237,0.176
1711539174.461,8.414,-6.833,2.352,0.031,0.244,0.198
1711539174.567,8.323,-6.754,2.321,0.015,0.267,0.168
1711539174.673,8.38,-6.852,2.309,0.023,0.237,0.176
1711539174.778,8.129,-6.814,2.953,0.031,-1.893,0.206
1711539174.884,8.375,-6.9,2.144,0.031,0.221,0.16
1711539174.99,7.901,-7.219,4.558,0.015,-1.702,0.26
1711539175.096,8.438,-6.914,1.77,0.046,0.389,0.153
1711539175.202,8.356,-6.792,2.546,0.015,0.252,0.176
1711539175.307,8.354,-6.783,2.275,0.023,0.206,0.183
1711539175.413,8.354,-6.869,2.4,0.038,0.267,0.176
1711539175.519,8.383,-6.905,2.357,0.023,0.206,0.191
1711539175.624,8.339,-6.893,2.35,1.947,0.206,0.183
1711539175.73,8.375,-6.855,2.282,0.038,0.26,0.176
1711539175.836,8.38,-6.84,2.443,0.008,0.244,0.168
1711539175.941,8.387,-6.833,2.397,0.023,0.198,0.198
1711539176.047,8.397,-6.754,2.773,0.069,-0.176,0.176
1711539176.154,8.387,-6.905,2.239,0.015,0.214,0.183
1711539176.259,8.442,-6.874,2.285,1.939,0.237,0.183
1711539176.365,8.354,-6.835,2.405,0.038,0.26,0.176
1711539176.471,8.395,-6.857,2.357,0.015,0.221,0.168
1711539176.577,8.289,-6.816,2.35,0.008,0.397,0.16
1711539176.683,8.342,-7.049,2.496,0.023,0.168,0.183
1711539176.789,8.351,-7.039,2.254,0.015,0.229,0.198
1711539176.894,8.395,-6.886,2.342,0.038,0.221,0.176
1711539177.0,8.476,-6.855,2.275,0.031,0.221,0.176
1711539177.106,8.387,-6.754,2.316,0.031,0.221,0.176
1711539177.212,8.349,-6.852,2.328,0.038,0.229,0.176
1711539177.318,8.347,-6.855,2.215,0.015,0.145,0.191
1711539177.423,8.428,-6.893,2.194,0.031,0.305,0.16
1711539177.529,8.359,-6.859,2.259,0.008,0.282,0.176
1711539177.635,8.354,-6.859,2.409,0.023,0.214,0.191
1711539177.741,8.363,-6.912,2.493,0.023,0.244,0.153
1711539177.846,8.368,-6.84,2.395,0.031,0.183,0.16
1711539177.952,8.363,-6.893,2.285,0.015,0.229,0.206
1711539178.058,8.332,-6.888,2.405,0.023,0.206,0.198
1711539178.164,8.383,-6.845,2.321,0.015,0.244,0.16
1711539178.269,8.373,-6.955,2.266,0.031,0.252,0.176
1711539178.375,8.435,-6.855,2.407,0.046,0.183,0.168
1711539178.481,8.335,-6.914,2.328,0.038,0.359,0.183
1711539178.587,8.395,-6.867,2.196,0.023,0.206,0.16
1711539178.692,8.39,-6.778,2.287,0.0,0.244,0.198
1711539178.798,8.371,-6.845,2.433,0.008,0.221,0.191
1711539178.904,8.361,-6.811,2.247,0.015,0.16,0.145
1711539179.01,8.354,-6.847,2.29,0.038,0.221,0.176
1711539179.116,8.368,-6.838,2.421,0.031,0.244,0.168
1711539179.221,8.383,-7.025,2.589,0.015,0.198,0.168
1711539179.327,8.361,-6.855,2.385,0.031,0.115,0.183
1711539179.433,8.33,-6.924,2.309,0.015,0.206,0.198
1711539179.538,8.337,-6.881,2.275,0.031,0.252,0.183
1711539179.644,8.32,-6.857,2.299,0.023,0.244,0.176
1711539179.75,8.354,-6.878,2.299,0.008,0.237,0.191
1711539179.856,8.375,-6.819,2.055,0.008,0.504,0.168
1711539179.962,8.407,-6.878,2.599,0.031,0.282,0.168
1711539180.067,8.402,-6.802,2.512,0.008,0.282,0.198
1711539180.173,8.366,-6.867,2.443,0.053,0.16,0.168
1711539180.279,8.339,-6.828,2.359,0.038,0.237,0.168
1711539180.385,8.359,-6.833,2.287,0.008,0.229,0.16
1711539180.491,8.344,-6.843,2.285,0.015,0.229,0.153
1711539180.596,8.356,-6.811,2.328,0.038,0.252,0.198
1711539180.702,8.359,-6.886,2.345,0.038,0.229,0.168
1711539180.808,8.33,-6.946,2.342,0.053,0.214,0.183
1711539180.913,8.418,-6.807,2.156,0.008,0.214,0.176
1711539181.019,8.359,-6.864,2.287,0.046,0.282,0.183
1711539181.124,8.409,-6.934,2.35,0.008,0.229,0.183
1711539181.23,8.409,-6.811,2.369,0.023,0.214,0.176
1711539181.335,8.342,-6.91,2.397,0.046,0.198,0.153
1711539181.44,8.332,-6.898,2.527,0.015,0.237,0.191
1711539181.546,8.313,-7.046,2.539,0.023,0.176,0.168
1711539181.651,8.294,-6.807,2.414,-1.954,0.252,0.183
1711539181.757,8.375,-6.876,2.373,0.015,0.237,0.176
1711539181.863,8.368,-6.785,2.213,0.031,0.237,0.183
1711539181.969,8.421,-6.847,2.373,0.023,0.229,0.183
1711539182.075,8.318,-7.02,2.167,0.038,0.229,0.183
1711539182.181,8.349,-6.867,2.335,0.038,0.244,0.191
1711539182.286,8.373,-6.89,2.338,0.008,0.237,0.168
1711539182.392,8.361,-6.864,2.364,0.031,0.244,0.191
1711539182.498,8.323,-6.864,2.385,0.008,0.244,0.168
1711539182.604,8.418,-6.855,2.055,0.0,0.015,0.176
1711539182.709,8.407,-6.859,2.426,0.046,0.275,0.198
1711539182.815,8.402,-6.85,2.445,0.015,0.275,0.16
1711539182.921,8.284,-6.881,2.582,0.008,0.229,0.168
1711539183.027,8.404,-6.917,2.515,0.023,0.252,0.16
1711539183.133,8.311,-6.893,2.407,0.031,0.229,0.191
1711539183.238,8.385,-6.871,2.208,0.0,0.29,0.214
1711539183.344,8.316,-6.752,2.357,0.023,0.198,0.176
1711539183.449,8.418,-6.926,2.338,0.008,0.244,0.168
1711539183.555,8.399,-6.747,2.364,0.008,0.145,0.168
1711539183.66,8.433,-6.864,2.11,0.038,0.344,0.176
1711539183.766,8.395,-6.816,2.342,0.015,0.244,0.16
1711539183.871,8.363,-6.864,2.369,0.008,0.176,0.168
1711539183.976,8.359,-6.852,2.323,0.008,0.221,0.168
1711539184.082,8.392,-6.895,2.361,0.008,0.26,0.176
1711539184.188,8.337,-6.893,2.175,0.023,0.252,0.168
1711539184.293,8.361,-6.828,2.304,-1.954,0.252,0.168
1711539184.399,8.395,-6.833,2.441,0.031,0.26,0.191
1711539184.505,8.371,-6.857,2.328,0.015,0.229,0.176
1711539184.611,8.33,-6.852,2.297,0.053,0.252,0.176
1711539184.717,8.361,-6.828,2.35,0.0,0.221,0.198
1711539184.822,8.332,-6.864,2.438,0.008,0.214,0.176
1711539184.928,8.363,-6.761,2.347,0.053,0.244,0.176
1711539185.034,8.342,-6.874,2.256,0.031,0.252,0.168
1711539185.14,8.402,-6.874,2.433,0.031,0.183,0.16
1711539185.245,8.395,-6.886,2.223,1.947,0.237,0.168
1711539185.351,8.361,-6.84,2.419,0.008,0.244,0.16
1711539185.457,8.814,-6.857,1.209,0.008,0.947,0.16
1711539185.563,8.26,-6.847,2.905,0.038,-0.031,0.183
1711539185.669,8.294,-6.79,2.153,0.031,0.122,0.176
1711539185.774,8.256,-6.893,2.314,0.015,0.275,0.183
1711539185.88,8.402,-6.96,2.335,0.038,0.244,0.176
1711539185.986,8.337,-7.015,2.321,0.023,0.237,0.183
1711539186.091,8.351,-6.845,2.328,0.023,0.229,0.183
1711539186.197,8.337,-6.857,2.304,0.053,0.168,0.16
1711539186.303,8.284,-6.749,2.378,0.031,0.229,0.16
1711539186.409,8.356,-6.934,2.371,0.038,0.221,0.183
1711539186.514,8.359,-6.747,2.373,-0.023,0.237,0.183
1711539186.62,8.383,-6.881,2.361,0.015,0.237,0.168
1711539186.726,8.344,-6.857,2.381,0.031,0.229,0.183
1711539186.832,8.337,-7.032,2.402,0.023,0.237,0.176
1711539186.937,8.39,-6.867,2.369,0.008,0.26,0.176
1711539187.043,8.368,-6.833,2.345,0.031,0.237,0.176
1711539187.148,8.32,-6.787,2.263,0.008,0.221,0.183
1711539187.253,8.327,-7.049,2.354,0.015,0.229,0.16
1711539187.359,8.366,-6.79,2.321,0.023,0.191,0.168
1711539187.464,8.385,-6.828,2.318,0.0,0.221,0.16
1711539187.569,8.33,-6.89,2.373,0.015,0.214,0.168
1711539187.675,8.344,-6.883,2.297,0.038,0.237,0.176
1711539187.781,8.363,-6.888,2.357,0.015,0.244,0.176
1711539187.887,8.354,-7.008,2.342,0.015,0.206,0.176
1711539187.992,8.363,-6.878,2.287,0.015,0.26,0.206
1711539188.098,8.337,-6.828,2.376,0.031,0.191,0.176
1711539188.204,8.402,-6.883,2.266,0.015,0.275,0.168
1711539188.31,8.337,-6.838,2.342,0.023,0.26,0.176
1711539188.416,8.371,-6.874,2.4,0.031,0.252,0.168
1711539188.521,8.385,-6.859,2.35,0.023,0.145,0.198
1711539188.627,8.383,-6.859,2.393,0.008,0.214,0.198
1711539188.733,8.172,-6.776,2.342,0.031,0.145,0.198
1711539188.838,8.395,-6.847,2.352,0.015,0.282,0.176
1711539188.944,8.395,-6.855,2.287,0.038,0.26,0.168
1711539189.05,8.397,-6.962,2.405,0.023,0.198,0.191
1711539189.156,8.414,-6.862,2.318,0.015,0.221,0.153
1711539189.261,8.402,-6.768,2.366,0.015,0.229,0.183
1711539189.367,8.306,-6.869,2.429,0.046,0.221,0.183
1711539189.472,8.361,-7.046,2.316,0.038,0.252,0.168
1711539189.577,8.407,-6.95,2.448,0.008,0.229,0.168
1711539189.683,8.213,-6.876,2.443,0.023,0.229,0.168
1711539189.788,8.414,-6.747,2.39,0.0,0.229,0.183
1711539189.894,8.435,-6.859,2.328,0.015,0.237,0.183
1711539190.0,8.354,-6.948,2.395,0.015,0.221,0.198
1711539190.105,8.318,-6.754,2.361,0.0,0.229,0.191
1711539190.211,8.289,-6.888,2.203,0.015,0.214,0.176
1711539190.317,8.395,-6.9,2.249,0.015,0.267,0.176
