time,Ax,Ay,Az,Gx,Gy,Gz
1711539098.218,8.407,-6.874,2.397,0.015,0.305,0.183
1711539098.323,8.313,-6.838,2.383,0.023,0.221,0.168
1711539098.429,8.373,-6.871,2.328,0.008,0.237,0.191
1711539098.535,8.416,-6.878,2.338,0.015,0.237,0.145
1711539098.641,8.287,-7.027,2.424,0.046,0.237,0.198
1711539098.747,8.375,-6.869,2.388,0.031,0.229,0.176
1711539098.853,8.385,-6.752,2.33,0.0,0.229,0.16
1711539098.961,8.438,-6.898,2.278,0.038,0.229,0.183
1711539099.067,8.327,-6.874,2.33,0.038,0.153,0.137
1711539099.172,8.344,-6.869,2.357,0.038,0.229,0.176
1711539099.278,8.383,-6.864,2.201,0.008,0.198,0.183
1711539099.383,8.368,-6.852,2.338,0.023,0.237,0.16
1711539099.488,8.553,-6.893,2.314,0.031,0.229,0.191
1711539099.594,8.476,-6.843,2.407,0.0,0.252,0.176
1711539099.699,8.325,-6.749,2.342,0.015,0.214,0.191
1711539099.805,8.577,-6.778,2.354,-1.954,0.321,0.183
1711539099.91,8.361,-6.902,2.373,0.015,0.191,0.153
1711539100.016,8.39,-6.898,2.282,0.015,0.229,0.198
1711539100.122,8.38,-6.799,2.352,0.008,0.237,0.176
1711539100.228,8.373,-6.84,2.35,-1.954,0.237,0.183
1711539100.333,8.418,-6.847,2.35,0.038,0.29,0.183
1711539100.439,8.371,-6.876,2.369,0.008,0.229,0.191
1711539100.545,8.39,-6.893,2.388,0.031,0.221,0.183
1711539100.65,8.318,-6.867,2.314,0.038,0.244,0.168
1711539100.756,8.435,-6.843,2.27,0.038,0.229,0.176
1711539100.862,8.359,-6.895,2.297,0.023,0.221,0.153
1711539100.968,8.318,-6.859,2.383,0.008,0.214,0.183
1711539101.074,8.395,-6.814,2.34,0.053,0.237,0.168
1711539101.179,8.359,-6.838,2.364,0.023,0.267,0.183
1711539101.285,8.414,-6.847,2.393,1.947,0.237,0.168
1711539101.391,8.399,-6.84,2.4,0.046,0.237,0.168
1711539101.497,8.371,-6.843,2.268,0.0,0.206,0.137
1711539101.603,8.356,-6.823,2.395,0.023,0.198,0.16
1711539101.708,8.366,-6.809,2.335,0.008,0.214,0.183
1711539101.814,8.327,-6.876,2.385,0.0,0.214,0.168
1711539101.921,8.416,-6.871,2.371,0.0,0.26,0.183
1711539102.027,8.375,-6.855,2.184,0.038,0.244,0.191
1711539102.132,8.335,-6.874,2.165,1.939,0.198,0.176
1711539102.238,8.385,-6.838,2.369,0.023,0.252,0.176
1711539102.344,8.361,-6.895,2.361,0.023,0.237,0.168
1711539102.45,8.421,-6.819,2.354,0.023,0.267,0.168
1711539102.556,8.366,-6.878,2.405,0.031,0.237,0.168
1711539102.662,8.363,-6.888,2.4,0.008,0.214,0.183
1711539102.768,8.323,-6.833,2.376,0.038,0.198,0.168
1711539102.874,8.373,-6.85,2.397,0.015,0.244,0.176
1711539102.979,8.342,-6.855,2.323,0.023,0.221,0.16
1711539103.085,8.385,-6.867,2.323,0.023,0.237,0.176
1711539103.191,8.349,-6.867,2.388,0.015,0.244,0.168
1711539103.297,8.407,-6.89,2.417,0.023,0.252,0.191
1711539103.402,8.335,-6.833,2.314,0.008,0.198,0.153
1711539103.508,8.363,-6.874,2.29,0.023,0.275,0.16
1711539103.614,8.344,-6.871,2.39,0.008,0.237,0.16
1711539103.72,8.38,-6.914,2.388,0.038,0.214,0.191
1711539103.826,8.292,-6.764,2.393,0.015,0.244,0.183
1711539103.931,8.392,-6.809,2.345,0.023,0.229,0.168
1711539104.037,8.407,-6.862,2.335,0.015,0.221,0.183
1711539104.142,8.38,-6.84,2.242,0.046,0.229,0.168
1711539104.248,8.375,-6.912,2.369,0.0,0.229,0.176
1711539104.353,8.308,-6.831,2.282,0.031,0.214,0.168
1711539104.459,8.397,-6.902,2.376,0.008,0.244,0.176
1711539104.564,8.33,-6.759,2.448,0.023,0.237,0.191
1711539104.67,8.359,-6.867,2.381,0.008,0.252,0.183
1711539104.776,8.38,-6.828,2.345,0.038,0.229,0.168
1711539104.882,8.375,-6.876,2.211,0.023,0.198,0.176
1711539104.988,8.39,-6.869,2.34,0.038,0.244,0.145
1711539105.094,8.38,-6.766,2.156,0.023,0.214,0.168
1711539105.199,8.363,-6.795,2.347,0.023,0.244,0.16
1711539105.305,8.375,-6.807,2.28,0.023,0.244,0.16
1711539105.411,8.375,-6.917,2.4,0.023,0.275,0.16
1711539105.517,8.392,-7.051,2.359,0.031,0.252,0.168
1711539105.622,8.363,-6.804,2.35,0.023,0.206,0.153
1711539105.728,8.349,-7.046,2.4,0.023,0.221,0.176
1711539105.834,8.416,-6.855,2.323,0.038,0.26,0.176
1711539105.94,8.33,-6.747,2.182,0.023,0.26,0.168
1711539106.046,8.368,-6.936,2.302,0.015,0.244,0.16
1711539106.151,8.39,-6.847,2.311,0.015,0.214,0.176
1711539106.257,8.289,-6.754,2.393,0.038,0.282,0.168
1711539106.363,8.569,-6.754,2.318,0.031,0.198,0.16
1711539106.469,8.368,-6.864,2.34,0.046,0.252,0.191
1711539106.574,8.308,-6.828,2.361,0.023,0.26,0.168
1711539106.68,8.342,-6.807,2.366,0.015,0.221,0.191
1711539106.786,8.55,-6.881,2.318,0.031,0.26,0.168
1711539106.892,8.356,-7.041,2.448,0.015,0.244,0.153
1711539106.998,8.282,-6.9,2.347,0.008,0.229,0.168
1711539107.104,8.399,-6.883,2.187,0.046,0.221,0.168
1711539107.209,8.356,-6.886,2.361,0.023,0.229,0.168
1711539107.315,8.366,-6.886,2.448,0.008,0.275,0.16
1711539107.421,8.375,-6.799,2.441,0.031,0.214,0.168
1711539107.527,8.371,-6.876,2.345,0.015,0.237,0.153
1711539107.633,8.32,-6.898,2.309,0.046,0.252,0.176
1711539107.739,8.327,-6.79,2.249,0.008,0.206,0.191
1711539107.845,8.332,-6.881,2.378,0.0,0.26,0.176
1711539107.95,8.397,-6.902,2.335,0.023,0.237,0.168
1711539108.056,8.33,-6.859,2.383,0.0,0.252,0.168
1711539108.162,8.366,-6.871,2.242,0.038,0.229,0.168
1711539108.268,8.371,-6.778,2.208,0.008,0.206,0.168
1711539108.374,8.395,-6.752,2.153,0.046,0.244,0.168
1711539108.48,8.378,-6.754,2.388,0.031,0.252,0.183
1711539108.586,8.38,-6.931,2.369,0.015,0.237,0.16
1711539108.692,8.397,-6.816,2.27,0.008,0.229,0.191
1711539108.797,8.404,-6.826,2.282,0.023,0.221,0.16
1711539108.903,8.335,-6.821,2.328,0.031,0.221,0.176
1711539109.009,8.368,-6.859,2.361,0.008,0.252,0.16
1711539109.115,8.33,-6.85,2.304,0.015,0.206,0.168
1711539109.221,8.402,-6.898,2.338,0.0,0.237,0.183
1711539109.327,8.351,-6.912,2.306,0.031,0.198,0.168
1711539109.432,8.392,-6.867,2.244,0.038,0.244,0.183
1711539109.538,8.337,-6.85,2.393,0.015,0.244,0.198
1711539109.644,8.292,-6.946,2.371,0.023,0.229,0.183
1711539109.75,8.378,-6.84,2.28,0.008,0.229,0.191
1711539109.856,8.299,-6.773,2.582,0.015,0.176,0.183
1711539109.962,8.342,-6.84,2.385,0.038,0.229,0.168
1711539110.068,8.349,-6.835,2.397,0.031,0.244,0.176
1711539110.173,8.375,-6.845,2.326,0.008,0.237,0.168
1711539110.279,8.349,-6.855,2.328,0.023,0.237,0.16
1711539110.385,8.39,-6.886,2.314,0.023,0.237,0.176
1711539110.491,8.395,-6.934,2.373,0.008,0.214,0.168
1711539110.596,8.385,-6.833,2.292,0.053,0.252,0.191
1711539110.702,8.349,-6.919,2.369,0.031,0.237,0.168
1711539110.808,8.402,-6.862,2.338,0.015,0.237,0.176
1711539110.914,8.292,-6.852,2.297,0.015,0.237,0.168
1711539111.019,8.332,-6.826,2.287,0.023,0.229,0.176
1711539111.125,8.402,-7.044,2.347,0.031,0.237,0.176
1711539111.231,8.354,-6.886,2.256,0.023,0.221,0.168
1711539111.337,8.409,-6.852,2.357,0.023,0.237,0.183
1711539111.443,8.375,-6.886,2.373,0.031,0.229,0.183
1711539111.548,8.359,-6.886,2.28,0.023,0.252,0.16
1711539111.654,8.428,-6.84,2.342,0.015,0.214,0.16
1711539111.76,8.387,-6.833,2.345,0.031,0.244,0.183
1711539111.866,8.349,-6.871,2.376,0.015,0.244,0.176
1711539111.972,8.418,-6.869,2.359,0.038,0.237,0.183
1711539112.077,8.375,-6.778,2.373,0.023,0.252,0.16
1711539112.183,8.316,-6.919,2.364,0.008,0.237,0.176
1711539112.289,8.385,-6.876,2.328,0.038,0.229,0.183
1711539112.395,8.399,-6.867,2.354,0.031,0.221,0.16
1711539112.5,8.316,-6.898,2.282,0.038,0.237,0.183
1711539112.606,8.337,-6.859,2.359,0.015,0.267,0.168
1711539112.712,8.282,-6.797,2.321,0.023,0.252,0.176
1711539112.818,8.359,-6.907,2.39,0.0,0.221,0.191
1711539112.923,8.344,-6.89,2.156,0.023,0.229,0.183
1711539113.029,8.337,-6.905,2.311,0.031,0.237,0.168
1711539113.134,8.418,-6.85,2.381,0.046,0.237,0.176
1711539113.239,8.361,-6.898,2.395,0.053,0.221,0.168
1711539113.345,8.356,-6.864,2.359,0.031,0.252,0.168
1711539113.45,8.323,-6.876,2.33,0.046,0.244,0.168
1711539113.556,8.349,-7.051,2.304,0.023,0.252,0.153
1711539113.662,8.402,-6.881,2.421,0.046,0.237,0.168
1711539113.767,8.423,-6.85,2.414,0.031,0.252,0.16
1711539113.873,8.371,-6.826,2.378,0.015,0.252,0.168
1711539113.979,8.428,-7.046,2.323,0.015,0.237,0.168
1711539114.085,8.366,-6.9,2.402,0.0,0.282,0.183
1711539114.191,8.375,-6.855,2.385,0.023,0.214,0.176
1711539114.296,8.363,-6.89,2.388,0.008,0.252,0.191
1711539114.401,8.371,-6.905,2.393,0.008,0.221,0.168
1711539114.507,8.397,-6.859,2.373,0.023,0.237,0.168
1711539114.612,8.383,-6.919,2.395,0.008,0.237,0.16
1711539114.717,8.445,-6.759,2.34,0.015,0.221,0.183
1711539114.823,8.421,-6.871,2.275,0.038,0.252,0.16
1711539114.928,8.423,-6.888,2.306,0.031,0.26,0.183
1711539115.034,8.359,-6.905,2.357,0.038,0.221,0.183
1711539115.14,8.318,-6.893,2.405,1.947,0.252,0.198
1711539115.246,8.428,-6.816,2.347,0.008,0.237,0.168
1711539115.352,8.414,-6.843,2.402,0.015,0.229,0.168
1711539115.457,8.378,-6.883,2.395,0.015,0.244,0.145
1711539115.563,8.342,-6.764,2.405,0.008,0.221,0.183
1711539115.669,8.363,-6.919,2.352,0.031,0.221,0.183
1711539115.775,8.359,-6.838,2.378,0.008,0.237,0.183
1711539115.881,8.43,-6.893,2.311,0.046,0.252,0.153
1711539115.986,8.361,-6.874,2.299,0.023,0.237,0.168
1711539116.092,8.43,-6.902,2.306,0.023,0.244,0.168
1711539116.198,8.38,-6.833,2.323,0.008,0.237,0.176
1711539116.304,8.409,-6.838,2.395,0.038,0.26,0.176
1711539116.41,8.368,-6.845,2.345,0.008,0.244,0.183
1711539116.515,8.442,-6.907,2.361,0.015,0.237,0.191
1711539116.621,8.411,-6.864,2.354,0.038,0.229,0.183
1711539116.727,8.347,-6.876,2.306,0.008,0.229,0.198
1711539116.833,8.337,-6.888,2.345,0.023,0.237,0.176
1711539116.939,8.354,-6.902,2.373,0.038,0.206,0.145
1711539117.044,8.383,-6.855,2.328,0.015,0.176,0.183
1711539117.15,8.373,-6.931,2.323,0.015,0.244,0.176
1711539117.256,8.38,-6.871,2.472,0.031,0.252,0.168
1711539117.362,8.392,-6.826,2.381,0.031,0.229,0.176
1711539117.468,8.308,-6.934,2.35,0.0,0.214,0.176
1711539117.573,8.268,-6.84,2.29,0.038,0.214,0.191
1711539117.679,8.28,-6.905,2.364,0.046,0.267,0.16
1711539117.785,8.387,-6.922,2.321,0.023,0.237,0.176
1711539117.891,8.354,-6.931,2.366,0.015,0.237,0.191
1711539117.997,8.39,-6.833,2.45,0.023,0.214,0.168
1711539118.102,8.44,-6.787,2.412,0.031,0.191,0.168
1711539118.208,8.399,-6.926,2.323,0.023,0.252,0.168
1711539118.314,8.349,-6.859,2.345,0.015,0.237,0.183
1711539118.419,8.344,-6.845,2.326,0.0,0.206,0.16
1711539118.525,8.349,-6.847,2.443,0.023,0.198,0.176
1711539118.63,8.392,-6.845,2.201,0.0,0.221,0.183
1711539118.736,8.371,-6.881,2.335,0.038,0.244,0.176
1711539118.841,8.426,-6.811,2.378,0.038,0.229,0.176
1711539118.946,8.356,-6.862,2.448,-1.954,0.237,0.168
1711539119.052,8.385,-6.859,2.354,0.053,0.206,0.191
1711539119.158,8.354,-7.034,2.352,0.015,0.244,0.16
1711539119.263,8.366,-6.826,2.314,0.0,0.252,0.168
1711539119.369,8.407,-6.871,2.393,0.023,0.221,0.16
1711539119.474,8.349,-6.895,2.354,-0.008,0.237,0.153
1711539119.579,8.416,-6.864,2.34,0.053,0.26,0.168
1711539119.685,8.356,-7.029,2.352,0.015,0.26,0.198
1711539119.79,8.368,-6.874,2.335,0.023,0.252,0.168
1711539119.896,8.299,-6.852,2.371,0.015,0.229,0.191
1711539120.002,8.284,-6.867,2.215,0.008,0.137,0.183
1711539120.108,8.452,-6.871,2.426,0.038,0.237,0.176
1711539120.214,8.349,-6.833,2.29,0.023,0.26,0.191
1711539120.32,8.359,-6.893,2.347,0.008,0.26,0.16
1711539120.43,8.428,-6.9,2.333,0.015,0.229,0.176
1711539120.535,8.327,-7.037,2.311,0.008,0.206,0.168
1711539120.64,8.306,-6.874,2.261,0.0,0.275,0.168
1711539120.746,8.332,-7.032,2.366,0.015,0.282,0.198
1711539120.851,8.363,-6.902,2.366,0.015,0.244,0.191
1711539120.957,8.342,-6.871,2.39,0.031,0.214,0.16
1711539121.062,8.323,-6.823,2.395,0.038,0.252,0.191
1711539121.168,8.426,-6.878,2.412,0.031,0.198,0.198
1711539121.274,8.301,-6.859,2.4,0.015,0.214,0.168
1711539121.379,8.359,-6.833,2.402,0.008,0.221,0.16
1711539121.485,8.39,-6.828,2.342,0.008,0.244,0.16
1711539121.591,8.347,-6.85,2.146,0.046,0.267,0.183
1711539121.696,8.359,-6.917,2.357,0.031,0.267,0.191
1711539121.802,8.354,-6.816,2.316,0.008,0.252,0.176
1711539121.908,8.344,-6.926,2.405,0.008,0.214,0.168
1711539122.014,8.239,-6.912,2.448,0.015,0.237,0.198
1711539122.119,8.395,-6.826,2.371,0.023,0.198,0.168
1711539122.225,8.313,-6.845,2.256,0.031,0.229,0.191
1711539122.33,8.32,-6.857,2.261,0.008,0.26,0.206
1711539122.436,8.392,-6.895,2.385,-1.947,0.252,0.176
1711539122.541,8.426,-6.859,2.323,0.023,0.237,0.168
1711539122.646,8.335,-6.819,2.314,0.031,0.237,0.183
1711539122.752,8.287,-6.893,2.366,0.023,0.229,0.198
1711539122.858,8.421,-6.881,2.318,0.046,0.237,0.168
1711539122.964,8.375,-6.843,2.421,0.031,0.237,0.145
1711539123.069,8.344,-6.883,2.371,0.038,0.122,0.16
1711539123.175,8.359,-6.84,2.196,0.015,0.26,0.183
1711539123.281,8.301,-6.838,2.376,0.023,0.229,0.16
1711539123.386,8.383,-6.864,2.448,0.023,0.214,0.153
1711539123.492,8.373,-6.852,2.354,-1.954,0.282,0.168
1711539123.597,8.402,-6.852,2.373,0.023,0.221,0.16
1711539123.703,8.392,-6.855,2.381,0.008,0.305,0.191
1711539123.808,8.371,-6.881,2.395,0.0,0.191,0.168
1711539123.914,8.371,-6.926,2.405,0.046,0.252,0.16
1711539124.02,8.39,-6.857,2.414,0.023,0.244,0.183
1711539124.125,8.359,-6.823,2.366,0.0,0.252,0.183
1711539124.231,8.356,-6.888,2.383,0.023,0.206,0.168
1711539124.337,8.344,-6.852,2.378,0.023,0.221,0.168
1711539124.443,8.375,-6.85,2.429,0.023,0.275,0.191
1711539124.548,8.304,-6.864,2.352,0.015,0.214,0.153
1711539124.654,8.395,-6.833,2.445,0.031,0.221,0.176
1711539124.76,8.344,-6.838,2.455,0.015,0.252,0.191
1711539124.866,8.337,-6.871,2.328,0.023,0.206,0.191
1711539124.971,8.392,-6.876,2.359,0.053,0.244,0.16
1711539125.077,8.426,-6.893,2.321,0.015,0.229,0.176
1711539125.183,8.397,-6.828,2.393,0.015,0.237,0.153
1711539125.289,8.361,-6.883,2.385,0.008,0.198,0.176
1711539125.394,8.351,-6.855,2.541,0.046,0.252,0.176
1711539125.5,8.292,-7.025,2.491,0.015,0.198,0.183
1711539125.606,8.366,-6.845,2.357,1.947,0.214,0.16
1711539125.712,8.347,-6.78,2.297,0.023,0.252,0.176
1711539125.817,8.371,-6.931,2.402,0.046,0.244,0.183
1711539125.923,8.363,-6.902,2.448,0.015,0.244,0.191
1711539126.029,8.387,-6.838,2.354,0.023,0.267,0.168
1711539126.135,8.366,-6.886,2.34,0.0,0.237,0.191
1711539126.24,8.347,-6.857,2.208,0.038,0.221,0.153
1711539126.346,8.304,-6.807,2.33,0.015,0.191,0.176
1711539126.452,8.938,-6.397,-0.697,-0.031,0.702,0.092
1711539126.557,8.248,-7.084,2.239,0.038,0.87,0.183
1711539126.663,8.32,-6.816,2.491,0.023,0.115,0.168
1711539126.768,8.397,-6.871,2.33,0.015,0.298,0.183
1711539126.874,8.567,-6.823,2.311,0.023,0.214,0.191
1711539126.979,8.342,-6.931,2.4,0.031,0.237,0.16
1711539127.085,8.411,-6.867,2.373,0.038,0.229,0.191
1711539127.19,8.395,-7.029,2.438,0.008,0.267,0.176
1711539127.296,8.311,-6.857,2.333,0.015,0.214,0.183
1711539127.402,8.428,-6.673,2.668,0.031,-0.008,0.191
1711539127.508,8.402,-6.754,2.239,0.008,0.198,0.183
1711539127.614,8.411,-6.833,2.342,0.015,0.244,0.191
1711539127.719,8.124,-6.867,1.926,0.015,0.107,0.198
1711539127.825,8.418,-6.79,2.345,0.031,0.13,0.16
1711539127.931,8.349,-6.869,2.429,0.038,0.168,0.168
1711539128.037,9.161,-6.684,2.896,1.939,1.023,0.13
1711539128.142,7.619,-6.886,1.679,0.038,1.931,0.252
1711539128.248,8.05,-6.893,2.076,0.031,0.252,0.221
1711539128.354,8.771,-7.187,2.845,0.053,0.863,0.145
1711539128.46,8.428,-6.78,2.376,0.008,0.344,0.198
1711539128.566,8.284,-6.747,2.373,0.008,0.435,0.16
1711539128.671,8.363,-6.864,1.89,0.023,0.038,0.168
1711539128.777,8.191,-6.905,2.014,0.046,-0.122,0.153
1711539128.883,8.366,-6.493,1.77,0.023,0.046,0.183
1711539128.989,8.414,-7.013,2.235,0.023,0.13,0.153
1711539129.095,8.277,-6.986,2.381,0.0,0.282,0.176
1711539129.201,8.351,-6.867,2.33,0.008,0.168,0.16
1711539129.307,8.533,-6.809,2.242,0.023,0.366,0.16
1711539129.413,8.378,-6.881,2.338,0.038,0.176,0.176
1711539129.518,8.306,-6.828,2.244,0.038,0.176,0.183
1711539129.624,8.32,-6.816,2.414,0.053,0.252,0.153
1711539129.73,10.006,-6.567,2.16,0.038,0.634,0.031
1711539129.835,8.349,-6.826,2.539,-1.954,0.076,0.191
1711539129.94,8.474,-6.931,1.978,1.947,1.275,0.183
1711539130.046,8.236,-6.936,2.529,0.038,-0.076,0.191
1711539130.151,7.829,-6.867,1.444,0.023,-0.916,0.206
1711539130.257,8.292,-6.838,2.359,0.0,0.366,0.168
1711539130.362,8.368,-6.871,2.498,0.038,0.122,0.145
1711539130.468,8.349,-6.941,2.548,0.031,0.359,0.183
1711539130.574,8.469,-6.926,2.412,0.031,0.237,0.183
1711539130.68,8.438,-6.831,2.259,0.031,0.237,0.176
1711539130.785,8.399,-6.814,2.369,0.053,0.244,0.183
1711539130.891,8.433,-7.072,2.438,0.008,0.221,0.206
1711539130.997,8.407,-6.917,2.256,0.023,0.176,0.183
1711539131.103,8.471,-6.907,2.481,0.015,0.313,0.16
1711539131.209,8.387,-6.835,2.467,0.015,0.191,0.16
1711539131.314,8.39,-6.807,2.524,0.015,0.336,0.176
1711539131.42,8.488,-6.828,1.871,0.008,0.504,0.191
1711539131.526,8.38,-6.859,2.534,0.023,0.183,0.191
1711539131.632,8.483,-7.142,2.855,0.038,0.374,0.16
1711539131.738,8.423,-6.924,2.4,0.038,-0.13,0.122
1711539131.844,8.359,-6.833,2.184,0.008,0.344,0.168
1711539131.949,8.373,-6.864,2.414,0.008,0.267,0.176
1711539132.055,8.205,-6.878,3.238,0.061,0.504,0.176
1711539132.161,8.426,-6.881,1.643,-0.008,0.244,0.168
1711539132.267,8.15,-6.89,2.0,0.0,0.076,0.214
1711539132.372,8.459,-6.855,2.273,0.023,0.55,0.168
1711539132.478,8.282,-6.864,2.359,0.015,0.145,0.183
1711539132.584,8.38,-6.893,2.467,0.015,0.221,0.191
1711539132.691,8.339,-6.864,2.359,0.0,0.183,0.191
1711539132.797,8.318,-6.974,2.419,0.015,0.282,0.153
1711539132.903,8.186,-6.85,2.414,0.061,0.176,0.191
1711539133.009,8.359,-6.883,2.292,0.008,0.26,0.176
1711539133.114,8.342,-6.857,2.273,0.023,0.244,0.183
1711539133.22,8.313,-6.893,2.316,0.023,0.244,0.176
1711539133.326,8.375,-6.857,2.328,0.008,0.191,0.176
1711539133.432,8.325,-6.883,2.34,0.008,0.168,0.145
1711539133.538,8.289,-6.895,2.134,-0.015,0.328,0.168
1711539133.644,8.426,-6.852,2.424,0.031,0.244,0.16
1711539133.749,8.342,-6.804,2.381,0.023,0.198,0.176
1711539133.855,8.306,-6.905,2.182,0.008,0.237,0.153
1711539133.961,8.287,-6.843,2.393,0.015,0.198,0.183
1711539134.067,8.351,-7.005,2.227,0.015,0.298,0.191
1711539134.172,8.402,-6.811,2.338,0.008,0.237,0.16
1711539134.278,8.38,-6.857,2.191,0.023,0.183,0.176
1711539134.383,8.418,-6.828,2.448,0.023,0.321,0.16
1711539134.488,8.344,-6.807,2.294,0.023,0.13,0.145
1711539134.594,8.366,-6.876,2.23,0.015,0.344,0.183
1711539134.699,8.313,-6.905,2.27,0.015,0.046,0.191
1711539134.804,8.612,-6.768,2.862,0.031,0.656,0.168
1711539134.91,8.15,-6.84,2.182,0.031,0.099,0.183
1711539135.016,8.423,-6.888,2.328,0.031,0.229,0.183
1711539135.122,8.359,-6.833,2.414,0.046,0.214,0.183
1711539135.228,8.392,-7.041,2.256,-1.947,0.244,0.153
1711539135.334,8.344,-7.013,2.352,0.023,0.237,0.183
1711539135.439,8.363,-6.922,2.426,0.008,0.237,0.176
1711539135.545,8.574,-6.864,2.314,0.038,0.237,0.191
1711539135.651,8.313,-6.867,2.311,0.015,0.229,0.176
1711539135.757,8.318,-6.855,2.409,0.008,0.214,0.176
1711539135.863,8.421,-6.922,2.438,0.008,0.26,0.191
1711539135.968,8.344,-6.883,2.232,0.0,0.229,0.191
1711539136.074,8.378,-6.874,2.318,0.031,0.244,0.16
1711539136.18,8.387,-6.886,2.299,0.038,0.252,0.176
1711539136.286,8.368,-6.881,2.412,0.015,0.221,0.191
1711539136.392,8.378,-6.924,2.4,0.008,0.252,0.176
1711539136.497,8.383,-6.852,2.314,0.023,0.244,0.176
1711539136.603,8.351,-7.046,2.314,0.015,0.221,0.168
1711539136.709,8.169,-6.838,2.527,0.031,0.649,0.206
1711539136.815,8.404,-6.893,2.28,0.0,0.29,0.153
1711539136.92,8.301,-6.993,2.218,0.008,0.183,0.183
1711539137.026,8.375,-6.886,2.321,0.038,0.252,0.191
1711539137.132,8.356,-6.84,2.311,0.023,0.244,0.183
1711539137.237,8.366,-6.883,2.275,0.023,0.267,0.168
1711539137.343,8.371,-6.878,2.417,0.015,0.244,0.145
1711539137.448,8.325,-6.823,2.237,0.008,0.244,0.183
1711539137.554,8.43,-6.881,2.213,0.038,0.267,0.183
1711539137.659,8.306,-6.799,2.357,0.008,0.237,0.183
1711539137.764,8.318,-6.886,2.369,0.0,0.214,0.176
1711539137.87,8.416,-6.838,2.383,0.031,0.229,0.191
1711539137.976,8.486,-6.826,2.345,0.038,0.26,0.176
1711539138.082,8.332,-6.881,2.201,0.015,0.26,0.168
1711539138.188,8.342,-6.883,2.29,0.031,0.206,0.153
1711539138.293,8.342,-6.924,2.39,0.0,0.282,0.191
1711539138.399,8.421,-6.826,2.309,0.031,0.229,0.16
1711539138.505,8.308,-6.821,2.335,0.008,0.214,0.191
1711539138.611,8.356,-6.857,2.395,0.015,0.244,0.176
1711539138.717,8.299,-6.749,2.417,0.023,0.359,0.176
1711539138.822,8.416,-6.953,2.412,-0.008,0.229,0.16
1711539138.928,8.318,-6.847,2.388,0.031,0.198,0.176
1711539139.034,8.395,-6.977,2.302,0.038,0.237,0.176
1711539139.14,8.371,-6.888,2.294,0.023,0.237,0.176
1711539139.246,8.375,-6.85,2.335,0.038,0.214,0.183
1711539139.351,8.284,-6.867,2.35,0.038,0.237,0.153
1711539139.457,8.337,-6.874,2.371,0.0,0.26,0.168
1711539139.563,8.407,-6.878,2.007,0.015,0.26,0.176
1711539139.668,8.349,-6.869,2.112,0.015,0.458,0.168
1711539139.774,8.323,-6.852,2.424,0.031,0.267,0.176
1711539139.88,8.383,-6.867,2.402,0.0,0.214,0.176
1711539139.986,8.268,-7.029,2.211,0.023,0.214,0.168
1711539140.092,8.265,-6.869,2.577,0.015,0.122,0.214
1711539140.197,8.33,-6.972,2.213,0.008,0.191,0.183
1711539140.303,8.428,-6.821,2.148,0.031,0.26,0.168
1711539140.409,8.39,-6.811,2.421,0.008,0.26,0.183
1711539140.515,8.423,-6.845,2.448,0.031,0.214,0.183
1711539140.621,8.363,-6.881,2.354,0.015,0.237,0.168
1711539140.726,8.277,-6.795,2.318,0.015,0.244,0.176
1711539140.832,8.366,-6.9,2.311,0.023,0.237,0.153
1711539140.938,8.395,-6.833,2.417,0.008,0.244,0.191
1711539141.043,8.327,-6.816,2.421,0.008,0.214,0.176
1711539141.149,8.399,-6.893,2.268,0.008,0.237,0.176
1711539141.255,8.428,-6.859,2.364,0.015,0.26,0.153
1711539141.361,8.392,-6.898,2.366,0.015,0.298,0.153
1711539141.467,8.335,-6.922,2.407,0.023,0.237,0.183
1711539141.573,8.428,-6.857,2.249,0.023,0.29,0.168
1711539141.678,8.421,-6.886,2.33,0.023,0.26,0.153
1711539141.784,8.342,-6.869,2.376,0.023,0.206,0.183
1711539141.89,8.349,-6.89,2.407,0.023,0.229,0.183
1711539141.996,8.375,-6.867,2.369,0.008,0.229,0.168
1711539142.101,8.371,-6.857,2.445,0.031,0.191,0.183
1711539142.207,8.299,-6.917,2.189,0.023,0.176,0.176
1711539142.313,8.327,-6.752,2.299,0.031,0.267,0.176
1711539142.419,8.395,-6.783,2.316,0.008,0.366,0.183
1711539142.525,8.385,-6.847,2.316,0.031,0.191,0.198
1711539142.63,8.363,-7.025,2.338,0.053,0.252,0.183
1711539142.736,8.43,-6.917,2.388,0.008,0.275,0.145
1711539142.842,8.316,-6.859,2.524,0.008,0.244,0.183
1711539142.948,8.332,-6.878,2.311,0.0,0.237,0.16
1711539143.054,8.313,-6.931,2.34,0.015,0.221,0.168
1711539143.16,8.335,-6.833,2.227,0.008,0.313,0.191
1711539143.266,8.423,-6.893,2.333,0.015,0.267,0.176
1711539143.371,8.481,-6.914,2.474,0.015,0.267,0.168
1711539143.477,8.562,-7.02,2.316,0.023,0.237,0.16
1711539143.583,8.428,-6.881,2.642,0.0,0.229,0.191
1711539143.689,8.366,-6.895,2.436,0.038,0.176,0.183
1711539143.794,8.426,-6.821,2.338,0.023,0.221,0.191
1711539143.9,8.407,-6.859,2.187,0.038,0.221,0.176
1711539144.006,8.313,-6.934,2.342,0.031,0.244,0.176
1711539144.112,8.354,-7.049,2.35,-0.015,0.221,0.191
1711539144.217,8.373,-6.864,2.381,0.015,0.214,0.191
